Name,Avaliable_Online_order,Avaliable_Book_table,Rate out of 5,Votes of popularity,Phone,Location,Rest_type,Approx_cost(for two people),Approx_cost(for one people)
Kabab Magic,True,False,3.9,74,08041105923,Richmond Road,Casual Dining,500,250.0
The Good Bowl,True,False,3.6,10,+917400437036,Vasanth Nagar,"Takeaway, Delivery",500,250.0
Tata Cha,True,False,3.9,67,18001208242,Church Street,"Beverage Shop, Cafe",500,250.0
Ishta Upahar,True,False,3.4,41,+918197020959,Ulsoor,Quick Bites,100,50.0
Krispy Kreme,True,False,4.0,47,08041254402,Richmond Road,Dessert Parlor,300,150.0
Healthie,True,False,3.9,189,"08049595676,+919986507832",Indiranagar,Delivery,600,300.0
XO Belgian Waffle,True,False,4.4,215,+916362619816,Brigade Road,Food Court,450,225.0
Mani's Dum Biryani,True,False,4.0,175,+919606441697,Ulsoor,Casual Dining,750,375.0
Hammered,True,True,4.7,4657,"+918041217527,+917618729481",Cunningham Road,"Pub, Cafe",1300,650.0
Subway,True,False,3.9,107,+918022112525,Lavelle Road,Quick Bites,600,300.0
Kaati Zone,True,False,3.1,163,"+919148398566,08065660000",Church Street,Quick Bites,350,175.0
Glen's Bakehouse,True,False,4.4,1087,"08041124894,08041126825",Lavelle Road,"Bakery, Cafe",600,300.0
Swathi Deluxe Restaurant,True,False,3.0,74,"+919880218888,08022210083",Shanti Nagar,Casual Dining,500,250.0
Suryawanshi,True,False,4.2,444,+919036528709,Indiranagar,Casual Dining,700,350.0
Portland Steakhouse & Cafe,True,True,4.3,2040,"08025593405,08041127142",MG Road,Casual Dining,1500,750.0
WOW! Momo,True,False,3.7,123,"08040988938,+919611304277",Brigade Road,"Food Court, Quick Bites",400,200.0
Thalis Of India,True,False,3.4,21,08049595676,Indiranagar,Delivery,500,250.0
Keventers,True,False,4.0,568,08049653343,Indiranagar,"Beverage Shop, Dessert Parlor",400,200.0
Utse Kitchen,True,False,4.2,172,"08025566688,08048906688",Commercial Street,Casual Dining,800,400.0
Shawarma Inc,True,False,3.1,28,"+919900012191,+919538550509",Brigade Road,Food Court,250,125.0
Alampur Bar And Restaurant,True,False,3.7,42,08022256578,Race Course Road,Casual Dining,900,450.0
SGS Non Veg - Gundu Pulav,True,False,3.9,55,+919742166077,St. Marks Road,Quick Bites,400,200.0
Hotel Fanoos,True,False,4.0,787,"+918892322814,+919113292702",Richmond Road,Quick Bites,400,200.0
Laughing Llama Gastropub,True,True,4.3,393,+919535029732,Brigade Road,"Bar, Casual Dining",1600,800.0
Imperial Restaurant,True,False,3.9,238,"08069994888,08025254888",Indiranagar,Casual Dining,800,400.0
Oregano Pizzeria,True,False,3.5,60,+918747000082,Frazer Town,Quick Bites,300,150.0
The Good Grain,True,False,4.1,54,"08043751583,08043751584",Residency Road,Casual Dining,400,200.0
Pasta Street,True,True,4.5,1621,"08040976578,08040976910",Cunningham Road,Casual Dining,1300,650.0
Chetty's Coffee,True,False,3.7,18,+917022919192,MG Road,Quick Bites,200,100.0
Cita Pani,True,True,3.9,54,08049653502,Indiranagar,Quick Bites,350,175.0
The Waffle Press,True,False,4.3,116,+919945403528,St. Marks Road,Dessert Parlor,400,200.0
Delicacy,True,False,3.9,306,"+917411585385,08068888774",Frazer Town,Casual Dining,500,250.0
Kareem's,True,False,3.6,32,08045128783,Frazer Town,Quick Bites,700,350.0
Berrylicious Cafe,True,False,4.1,125,08049652468,MG Road,"Casual Dining, Cafe",900,450.0
Mamagoto,True,True,4.4,2560,"08040937237,+918884498760",Indiranagar,Casual Dining,1600,800.0
Tayabbs,True,False,3.0,10,+917829711234,Frazer Town,Quick Bites,500,250.0
Atty's Bakery,True,False,4.0,73,08041690101,Frazer Town,Bakery,250,125.0
Vijayalakshmi Veg,True,False,3.9,30,+918971602018,Frazer Town,Quick Bites,200,100.0
The Cake House,True,False,3.7,29,08025309715,Ulsoor,Bakery,300,150.0
Eden Park,True,True,4.1,612,"+919900179918,+919686477622",Cunningham Road,Casual Dining,1100,550.0
YumYumDilli,True,False,3.6,51,"08049595676,+919986507832",Indiranagar,Delivery,500,250.0
Kanti Sweets,True,False,3.9,100,"08022960603,08041127968",Brigade Road,"Sweet Shop, Quick Bites",400,200.0
Rahhams,True,False,3.9,847,"08025486696,08025484590",Frazer Town,Casual Dining,700,350.0
Marzipan Cafe & Bakery,True,False,4.2,432,"+919844422724,+919902069665",Ulsoor,"Cafe, Bakery",700,350.0
Bozo's Yum Yums,True,False,4.0,90,+919632547335,Frazer Town,"Takeaway, Delivery",650,325.0
Skoolroom,True,False,4.3,570,+919743538476,Ulsoor,Cafe,700,350.0
Pind Balluchi,True,True,4.0,1021,"08041153761,+918904133378",Brigade Road,Casual Dining,700,350.0
Cream Chemistry,True,False,3.9,148,+919916025496,Frazer Town,Dessert Parlor,500,250.0
The Brekkie Shop,True,False,3.5,64,+918880621621,MG Road,Takeaway,300,150.0
Maravanthe,True,False,3.5,12,"+919880754891,+919986071922",Brigade Road,Casual Dining,650,325.0
Haldiram's Express,True,False,3.6,44,08041572221,Brigade Road,Kiosk,300,150.0
Hotel Ramprasad,True,False,4.2,93,+919886723465,Brigade Road,Quick Bites,300,150.0
Anna Kuteera,True,False,3.8,62,+918095011126,St. Marks Road,Casual Dining,400,200.0
Indian Spice Food,True,False,3.6,15,+918792163799,Ulsoor,Quick Bites,300,150.0
Wangs Kitchen,True,False,2.5,22,"08042117884,+917846848837",Ulsoor,Casual Dining,1000,500.0
Lassi Shop,True,False,3.8,83,+919739559814,Indiranagar,"Dessert Parlor, Beverage Shop",100,50.0
Kitchen of Joy,True,False,4.1,569,+919900962765,Indiranagar,Quick Bites,400,200.0
Haji Ali Juice Centre,True,False,4.0,78,"+918041531414,+917996911585",Commercial Street,"Quick Bites, Beverage Shop",350,175.0
Domino's Pizza,True,False,3.9,117,"08025329010,18602100000",MG Road,Quick Bites,800,400.0
Mama Mia!,True,False,4.3,422,"+917892084813,+919886091914",Indiranagar,"Dessert Parlor, Cafe",400,200.0
Shaadi Ki Biryani,True,False,2.8,296,08065650707,Commercial Street,Casual Dining,600,300.0
Taste of Nepal,True,False,3.5,22,"+917996893079,+919632887162",Koramangala 8th Block,Quick Bites,350,175.0
Shiro,True,True,4.4,2229,"+918041738864,+918041738861",Lavelle Road,"Fine Dining, Lounge",3000,1500.0
Five Star Chicken,True,False,3.5,11,"+918660142161,+918919920448",Wilson Garden,Quick Bites,200,100.0
Thai House,True,False,4.2,127,"08048544470,+919900153850",Brigade Road,Casual Dining,700,350.0
InnerChef,True,False,3.7,270,"08049595676,+919986507832",Indiranagar,Delivery,500,250.0
Roll Er Dokaan,True,False,3.3,18,+919900330368,Brigade Road,Quick Bites,300,150.0
Steaming Mugs,True,False,3.9,241,"+919341234538,+919886414790",Basavanagudi,Cafe,700,350.0
NH7 Refuel,True,False,3.5,17,+919945590505,Ulsoor,Quick Bites,400,200.0
Church Street Social,True,False,4.3,7544,"+919152017971,+918041713016",Church Street,Lounge,1500,750.0
Mad Over Donuts,True,False,3.9,148,"+918033166397,+918067266398",Brigade Road,Food Court,450,225.0
Sheesh Kebab,True,False,4.1,68,08025802222,Frazer Town,Casual Dining,700,350.0
Just Shawarma,True,False,3.8,110,+917676764422,Ulsoor,Quick Bites,300,150.0
Bangaliana,True,False,3.7,11,+917385346775,Indiranagar,Quick Bites,500,250.0
The Belgian Waffle Co.,True,False,4.0,71,08043755127,Indiranagar,Dessert Parlor,400,200.0
Taco Bell,True,False,3.8,30,+918448290774,Brigade Road,Quick Bites,600,300.0
Bangalore Masala House,True,False,4.2,255,"+919880118608,08048666224",Vasanth Nagar,Cafe,500,250.0
Classic Lassi Shop,True,False,3.5,43,"+918792958786,+918073579529",Ulsoor,Beverage Shop,150,75.0
Fruit Face,True,False,3.6,21,+919972222917,Indiranagar,"Quick Bites, Beverage Shop",300,150.0
Sweet Truth,True,False,4.2,50,+917710055553,Koramangala 8th Block,Delivery,500,250.0
Green Theory,True,True,4.2,2840,"+918861435956,08041663836",Residency Road,"Casual Dining, Cafe",800,400.0
Srinidhi Sagar Food Line,True,False,3.7,129,08025250408,Indiranagar,Quick Bites,40,20.0
Jars,True,False,3.8,28,"08043705117,+919740945611",Vasanth Nagar,Delivery,650,325.0
Pabrai's Fresh & Naturelle Icecreams,True,False,4.2,131,+919535006187,Brigade Road,Dessert Parlor,180,90.0
Ibaco,True,False,4.0,289,+919686388388,Indiranagar,Dessert Parlor,300,150.0
Hungerbreak 24x7,True,False,3.1,7,+919739008130,Koramangala 8th Block,Delivery,500,250.0
The Egg Factory,True,False,4.2,1764,08042110041,St. Marks Road,Casual Dining,750,375.0
Firewood Biryani,True,False,3.9,454,"08041253811,+917022114555",Residency Road,Quick Bites,400,200.0
Sweet Chariot,True,False,3.8,111,"08041148215,08041148216",Cunningham Road,Dessert Parlor,500,250.0
Venus Biryani,True,False,3.0,144,"+919060123292,+919880349295",Domlur,Quick Bites,200,100.0
Sangam Sweets,True,False,3.1,26,08041518798,Seshadripuram,Sweet Shop,200,100.0
Kartik's Mithai Shoppe,True,False,4.1,110,08041264166,Indiranagar,"Quick Bites, Sweet Shop",150,75.0
Desi Deck,True,True,3.9,96,+919962403374,Brigade Road,"Casual Dining, Bar",1300,650.0
UBCR,True,False,3.3,5,+919677247238,Indiranagar,"Cafe, Quick Bites",350,175.0
Hoppipola,True,False,4.3,1703,+919620216162,Church Street,Lounge,1300,650.0
Hatti Kaapi,True,False,3.8,30,08025585544,Ulsoor,Quick Bites,200,100.0
Mount View Fast Food,True,False,3.3,4,+919972873195,Vasanth Nagar,Takeaway,100,50.0
Chichaba's Taj,True,False,3.9,442,"08041618888,+919740122667",Frazer Town,Casual Dining,600,300.0
99 Pancakes,True,False,4.1,41,+917483655827,Church Street,Dessert Parlor,150,75.0
Beijing Bites,True,False,3.8,262,"08041246933,08040915505",Richmond Road,Casual Dining,850,425.0
Kabab Korner,True,False,3.9,205,"08022215476,08022215576",St. Marks Road,Casual Dining,500,250.0
Oh My Chaat,True,False,3.1,18,"+919902076007,+919611130403",Frazer Town,Quick Bites,300,150.0
YumYumSouth,True,False,3.5,38,"08049595676,+919986507832",Indiranagar,Delivery,600,300.0
Foodhall,True,False,4.0,113,"+919632805046,+918880879265",MG Road,Casual Dining,1000,500.0
Ciclo Cafe,True,False,4.3,1283,"0008048664512,+917829278585",Indiranagar,"Cafe, Casual Dining",1000,500.0
Wolf'ish,True,False,4.1,459,"+919113097489,+918041219222",Church Street,Cafe,700,350.0
Alibaba Cafe and Restaurant,True,False,3.9,450,"08040917163,+919880896634",Frazer Town,Casual Dining,700,350.0
Goli Vada Pav No. 1,True,False,3.5,33,"08041216684,+919886953331",Ulsoor,Quick Bites,200,100.0
Ooty Chocolates,True,False,3.8,55,"08041154280,+919845819592",Indiranagar,Dessert Parlor,300,150.0
Arya Bhavan Sweets,True,False,3.2,9,+919738243884,Vasanth Nagar,"Sweet Shop, Quick Bites",300,150.0
Amande Patisserie,True,False,4.2,231,08040981668,Lavelle Road,"Bakery, Dessert Parlor",300,150.0
Qissa Khawani,True,False,4.4,319,+919886414122,Church Street,Casual Dining,800,400.0
Ayda Persian Kitchen,True,False,3.9,224,"08041478209,08025586522",Church Street,Casual Dining,950,475.0
Sri Krishna Sweets,True,False,3.7,32,08025272842,Indiranagar,Sweet Shop,250,125.0
Tewari Bros Mithai Shoppie,True,False,3.8,59,"+919341252685,08025542685",Commercial Street,Sweet Shop,300,150.0
Kolkatta Famous Chat,True,False,3.7,23,+919945412108,Indiranagar,Quick Bites,100,50.0
Cookie Man,True,False,3.4,36,08041126710,Brigade Road,Dessert Parlor,150,75.0
Cafe Coffee Day,True,False,3.3,65,+919071380559,Brigade Road,Cafe,900,450.0
Vinny's,True,False,3.9,206,+918951237163,Brigade Road,Casual Dining,800,400.0
Sagar Delicacy,True,False,3.9,87,08041471383,Ulsoor,Casual Dining,500,250.0
Platter,True,False,2.9,26,"08022233535,08022243535",Residency Road,Quick Bites,300,150.0
The Adukkala Restaurant,True,False,3.6,40,"+919845765017,+919980225321",Brigade Road,Casual Dining,500,250.0
Carnival de Goa,True,True,4.2,980,"+917676767620,+919342412040",Ulsoor,"Casual Dining, Bar",1000,500.0
McDonald's,True,False,3.7,184,"+919620206951,08066000666",Brigade Road,Quick Bites,500,250.0
Northern Route,True,False,4.1,159,+919663708213,St. Marks Road,Quick Bites,300,150.0
INDULGE by InnerChef,True,False,3.5,27,"08049595676,+919986507832",Indiranagar,Bakery,400,200.0
The Open Box,True,True,4.2,2270,"+919008993666,+917022211100",St. Marks Road,"Casual Dining, Bar",1400,700.0
Double Decker,False,True,4.3,2651,"+919880322441,+918861588823",Brigade Road,"Bar, Casual Dining",1300,650.0
Chickpet Donne Biryani House,True,False,3.7,44,"08043757549,+919845317590",Commercial Street,Quick Bites,250,125.0
Toscano,True,True,4.4,1840,"08041738800,+917619320071",Lavelle Road,Casual Dining,1500,750.0
Foreign CafÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂ©,True,False,3.1,54,"08049595676,+919986507832",Indiranagar,Delivery,500,250.0
Dakshin Biryani & Tiffin,True,False,3.4,334,"+919844037347,+919844747347",Indiranagar,Casual Dining,550,275.0
Pizza Stop,True,False,3.5,73,+918046640404,Lavelle Road,Kiosk,600,300.0
Baskin Robbins,True,False,3.1,21,08041148553,Frazer Town,Dessert Parlor,250,125.0
Chocolate D'Luxe,True,False,4.1,183,"08041214925,+917795572079",Lavelle Road,Dessert Parlor,550,275.0
Chilli Chicken,True,False,3.1,7,+917204005024,Brigade Road,Quick Bites,500,250.0
NoLimmits Lounge and Club,True,True,4.0,2103,08049653274,Brigade Road,Club,2000,1000.0
Masale Daan,True,False,3.2,5,+919164256442,Richmond Road,Delivery,350,175.0
Hotel Rangoon,True,False,3.7,17,+919591953100,Ulsoor,Quick Bites,300,150.0
Drunken Monkey,True,False,3.5,8,+918310682423,Frazer Town,"Beverage Shop, Quick Bites",400,200.0
Mangalore pearl - Seafood Restaurant,True,False,4.3,94,"+918043708770,+917338115492",Ulsoor,Casual Dining,550,275.0
The Wok Shop,True,False,3.4,7,+918043745442,Ulsoor,Quick Bites,500,250.0
Chaitanya Veg,True,False,3.2,5,08022865962,Shivajinagar,Quick Bites,300,150.0
20 Feet High,True,True,4.0,932,08049653093,Church Street,"Casual Dining, Bar",1000,500.0
World In A Bowl,True,False,2.8,34,"08049595676,+919986507832",Indiranagar,Delivery,600,300.0
Bean Flickers,True,False,4.3,392,"08041209097,+919886367831",Indiranagar,Cafe,700,350.0
7 Plates,True,False,3.9,169,"+919986772227,+919986771117",Frazer Town,Quick Bites,600,300.0
Munchies,True,False,3.9,64,08041126336,Brigade Road,"Quick Bites, Bakery",250,125.0
Kenz Karam,True,False,3.5,10,+919632603603,Frazer Town,"Takeaway, Delivery",300,150.0
Kobe Sizzlers,True,False,4.1,1117,"+918050001658,+919663856683",Brigade Road,Casual Dining,1500,750.0
Cafe Idly,True,False,3.7,81,"+919741999800,+919845938663",Frazer Town,Quick Bites,200,100.0
Al Swaad Take Away,True,False,3.1,12,"+917019942388,+919902335220",Richmond Road,Quick Bites,350,175.0
Ambur Star Briyani,True,False,3.7,17,+918043747373,Indiranagar,Casual Dining,500,250.0
Airlines Hotel,True,False,4.0,867,"+918022273783,+918022273786",Lavelle Road,Quick Bites,400,200.0
Just Bake,True,False,3.4,6,"08043748364,+917795955717",Ulsoor,Bakery,400,200.0
Pai Vihar,True,False,2.8,54,+918041235143,Vasanth Nagar,Quick Bites,400,200.0
Crunch Pizzas,True,False,2.9,330,"+919663305078,+918310664961",Domlur,Delivery,600,300.0
Eat At Nite,True,False,3.2,56,08049652523,Frazer Town,"Takeaway, Delivery",400,200.0
Height's Cafe - Hotel Bangalore International,True,False,3.2,2,"+917892884502,08022280237",Race Course Road,Casual Dining,1000,500.0
Yauatcha PÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂ¢tisserie,True,False,3.9,53,+919222222800,MG Road,Dessert Parlor,600,300.0
Frozen Bottle,True,False,4.0,35,"08043755854,+919036231125",Brigade Road,Beverage Shop,400,200.0
Sri Udupi Park,True,False,3.8,106,+919663839808,Residency Road,Quick Bites,200,100.0
Ramji Chaiwale,True,False,3.8,41,"+916362801598,08048668332",Ulsoor,Quick Bites,250,125.0
Gelato Italiano,True,False,3.2,4,+919886399948,Kammanahalli,"Dessert Parlor, Bakery",200,100.0
Chantilly,True,False,4.1,115,"+919845377075,+919945600013",Indiranagar,"Cafe, Bakery",450,225.0
Ghar Ka Bhojan,True,False,3.3,7,"+919945810850,+919997888609",Domlur,Delivery,200,100.0
Cafe Terra,True,False,4.2,391,08041631800,Indiranagar,Cafe,500,250.0
Ascharya Hotel,True,False,3.4,11,"+918884865531,+919902342637",Koramangala 5th Block,Quick Bites,300,150.0
Charminar Kabab Paradise,True,False,4.0,104,08025484607,Frazer Town,Casual Dining,500,250.0
Cream Stone,True,False,4.0,78,"+919916854737,+919945172585",Frazer Town,Dessert Parlor,500,250.0
EatWater,True,False,4.2,121,08043711645,Lavelle Road,"Casual Dining, Bar",1000,500.0
Sherlock's Cafe,True,False,3.7,40,"+918217021561,+919986691544",Frazer Town,Cafe,350,175.0
Step Right Up,True,False,4.1,152,+919513173681,Vasanth Nagar,Cafe,300,150.0
Zaks Mediterranean Cuisine,True,False,3.9,256,"08064503786,08064504786",Frazer Town,Casual Dining,700,350.0
Paratha Xpress,True,False,3.5,7,06553507908402366,Ulsoor,Quick Bites,200,100.0
The ThickShake Factory,True,False,2.8,19,+918095800009,Cunningham Road,Beverage Shop,350,175.0
The Chariot,True,False,2.9,50,"+919900227802,08025597419",Brigade Road,Quick Bites,350,175.0
The J,True,False,4.0,134,+917760879492,Church Street,Quick Bites,450,225.0
ZOROY Luxury Chocolate,True,False,4.0,68,"08041126811,+918880066000",Church Street,Dessert Parlor,250,125.0
Kanteen 038,True,False,3.9,51,"08043750122,+919980878229",Indiranagar,Quick Bites,200,100.0
Donne Biriyani Mane,True,False,3.5,62,"+919343507688,+919738905017",Church Street,Quick Bites,400,200.0
A2B - Adyar Ananda Bhavan,True,False,3.9,184,"18001036363,08022112199",Shanti Nagar,Casual Dining,400,200.0
Le Rock,True,False,4.0,1203,"+919900025048,08041231001",Brigade Road,"Bar, Quick Bites",2000,1000.0
Bangalore Bytes,True,False,3.5,121,"+917204897818,+918884011911",Brigade Road,Quick Bites,300,150.0
Milk N Shakes,True,False,3.7,45,+916362242224,Koramangala 8th Block,Beverage Shop,300,150.0
Siridhanya Upahara Darshini,True,False,3.4,5,+919108777144,Frazer Town,Casual Dining,400,200.0
Hotel Chandrika,True,False,3.8,208,"08041213522,+918197836053",Cunningham Road,Casual Dining,400,200.0
Gowdru Hotel,True,False,3.9,200,"+919740207244,+919448233814",Indiranagar,Quick Bites,400,200.0
Cafe Braqa,True,True,4.0,144,+917204874361,Indiranagar,Cafe,700,350.0
Naachiyar's,True,False,3.9,117,"+919663909611,08041738588",Ulsoor,Casual Dining,600,300.0
BLOW,True,True,4.2,937,08049653044,Church Street,Cafe,750,375.0
Cobaja,True,True,4.3,61,08049652180,Brigade Road,Casual Dining,700,350.0
Brownie Heaven,True,False,4.2,33,"08043747949,+919742023272",Cunningham Road,Dessert Parlor,300,150.0
Kadamba Foodline,True,False,3.7,29,+919060131607,Ulsoor,Casual Dining,400,200.0
The Bundle Co.,True,False,4.4,222,+919148887222,MG Road,Quick Bites,700,350.0
Tea Break Lounge,True,False,3.3,5,+919791595225,Brigade Road,Quick Bites,400,200.0
The Grill House,True,True,4.1,765,08040977011,Ulsoor,"Casual Dining, Bar",1200,600.0
Mountain Spice,True,False,3.9,186,+917829146199,Koramangala 8th Block,Quick Bites,400,200.0
Kabab Nation Corner,True,False,3.5,75,08041144133,Brigade Road,Quick Bites,500,250.0
Petoo,False,False,3.7,32,+919845008658,Commercial Street,Casual Dining,800,400.0
The Grand Taj,True,False,3.2,35,"08025591838,+919945106300",Shivajinagar,Quick Bites,350,175.0
Kumbakonam Degree Coffee,True,False,3.8,66,"08025287379,+919845100909",Indiranagar,Quick Bites,200,100.0
C Sharp Kitchen,True,False,3.4,50,"+917022558555,+919538696633",Church Street,Casual Dining,600,300.0
Nossa Goa,True,True,4.1,294,"+919980615061,+919789223761",Richmond Road,Casual Dining,1000,500.0
Shyvan Restaurant,True,False,3.6,82,"08022276519,08022234561",Shanti Nagar,Casual Dining,500,250.0
Red Lantern,True,False,3.7,162,+918022202020,Cunningham Road,Casual Dining,700,350.0
ROYCE' Chocolate,True,False,3.5,6,+918022086607,MG Road,Confectionery,1000,500.0
Chung Wah Express,True,False,2.8,94,"08041238088,+919792369744",Indiranagar,Casual Dining,600,300.0
Ujwal Restaurant,True,False,3.9,134,"+919480953335,08022350728",Vasanth Nagar,Casual Dining,550,275.0
GMT - Gelateria Montecatini Terme,True,False,4.4,69,"+916362639121,+919008044368",Lavelle Road,Quick Bites,300,150.0
Gokul Kuteera,True,False,3.9,257,"08041161178,08025200941",Indiranagar,Casual Dining,650,325.0
The Souk,True,False,3.7,66,+919846709999,Ulsoor,Cafe,800,400.0
Caffe Maven,True,False,3.4,25,+918971624033,Residency Road,Quick Bites,300,150.0
Bubbles,True,False,3.7,21,+919986590777,Frazer Town,Cafe,450,225.0
Popat,True,False,3.2,41,+917015836528,Indiranagar,Quick Bites,300,150.0
Tea Journey,True,False,3.8,71,"+919844797061,+919980529820",Indiranagar,Cafe,500,250.0
Baba Da Dhaba,False,True,4.1,373,+918880805555,Brigade Road,Casual Dining,650,325.0
